h0x0,h0y0,h0x1,h0y1,h0x2,h0y2,h0x3,h0y3,h0x4,h0y4,h0x5,h0y5,h0x6,h0y6,h0x7,h0y7,h0x8,h0y8,h0x9,h0y9,h0x10,h0y10,h0x11,h0y11,h0x12,h0y12,h0x13,h0y13,h0x14,h0y14,h0x15,h0y15,h0x16,h0y16,h0x17,h0y17,h0x18,h0y18,h0x19,h0y19,h0x20,h0y20,h1x0,h1y0,h1x1,h1y1,h1x2,h1y2,h1x3,h1y3,h1x4,h1y4,h1x5,h1y5,h1x6,h1y6,h1x7,h1y7,h1x8,h1y8,h1x9,h1y9,h1x10,h1y10,h1x11,h1y11,h1x12,h1y12,h1x13,h1y13,h1x14,h1y14,h1x15,h1y15,h1x16,h1y16,h1x17,h1y17,h1x18,h1y18,h1x19,h1y19,h1x20,h1y20,dist_x,dist_y,label,clip_id
0.0,0.0,0.517857,0.214286,0.875,0.657143,0.946429,1.042857,1.089286,1.314286,0.464286,1.0,0.5,1.242857,0.446429,0.914286,0.410714,0.642857,0.107143,0.985714,0.125,1.242857,0.125,0.871429,0.107143,0.585714,-0.214286,0.928571,-0.214286,1.185714,-0.160714,0.828571,-0.125,0.557143,-0.535714,0.842857,-0.535714,1.085714,-0.446429,0.828571,-0.375,0.614286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.459016,0.2,0.770492,0.671429,0.819672,1.057143,0.95082,1.342857,0.409836,1.0,0.442623,1.228571,0.393443,0.914286,0.344262,0.628571,0.065574,1.0,0.114754,1.242857,0.065574,0.842857,0.065574,0.528571,-0.262295,0.942857,-0.229508,1.185714,-0.196721,0.785714,-0.163934,0.5,-0.590164,0.857143,-0.540984,1.085714,-0.459016,0.8,-0.393443,0.585714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.459016,0.236111,0.754098,0.694444,0.803279,1.069444,0.95082,1.333333,0.377049,1.0,0.42623,1.222222,0.393443,0.902778,0.360656,0.611111,0.032787,0.972222,0.081967,1.208333,0.081967,0.819444,0.081967,0.513889,-0.295082,0.916667,-0.245902,1.166667,-0.196721,0.777778,-0.147541,0.486111,-0.622951,0.819444,-0.57377,1.055556,-0.47541,0.791667,-0.409836,0.569444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.474576,0.253521,0.762712,0.71831,0.779661,1.098592,0.898305,1.380282,0.338983,1.0,0.372881,1.253521,0.322034,0.915493,0.305085,0.619718,-0.016949,0.971831,0.0,1.225352,0.0,0.816901,0.033898,0.535211,-0.338983,0.915493,-0.322034,1.169014,-0.271186,0.774648,-0.220339,0.492958,-0.661017,0.816901,-0.644068,1.070423,-0.559322,0.802817,-0.508475,0.591549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.444444,0.266667,0.714286,0.746667,0.730159,1.133333,0.857143,1.413333,0.31746,1.0,0.333333,1.24,0.285714,0.92,0.269841,0.64,-0.031746,0.96,-0.015873,1.226667,-0.015873,0.84,0.0,0.546667,-0.349206,0.906667,-0.333333,1.146667,-0.285714,0.773333,-0.222222,0.493333,-0.68254,0.8,-0.650794,1.04,-0.555556,0.786667,-0.492063,0.586667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.45,0.253333,0.733333,0.72,0.733333,1.12,0.833333,1.4,0.3,1.0,0.316667,1.24,0.3,0.92,0.3,0.64,-0.05,0.96,-0.05,1.213333,-0.033333,0.813333,0.016667,0.533333,-0.383333,0.893333,-0.383333,1.133333,-0.3,0.746667,-0.233333,0.48,-0.7,0.773333,-0.7,1.026667,-0.6,0.76,-0.516667,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.508772,0.220588,0.842105,0.691176,0.877193,1.088235,1.035088,1.367647,0.491228,1.0,0.508772,1.264706,0.438596,0.955882,0.385965,0.661765,0.157895,1.0,0.157895,1.264706,0.105263,0.882353,0.122807,0.588235,-0.175439,0.970588,-0.175439,1.205882,-0.157895,0.823529,-0.122807,0.544118,-0.508772,0.882353,-0.473684,1.117647,-0.421053,0.852941,-0.350877,0.647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.509804,0.223881,0.901961,0.671642,0.941176,1.074627,1.078431,1.373134,0.509804,1.0,0.470588,1.208955,0.431373,0.880597,0.411765,0.626866,0.156863,1.0,0.078431,1.208955,0.078431,0.835821,0.098039,0.58209,-0.176471,0.955224,-0.27451,1.134328,-0.215686,0.776119,-0.117647,0.552239,-0.490196,0.865672,-0.54902,1.029851,-0.45098,0.761194,-0.352941,0.58209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.5,0.225806,0.854167,0.693548,0.875,1.112903,1.041667,1.419355,0.479167,1.0,0.416667,1.258065,0.354167,0.935484,0.333333,0.66129,0.104167,0.983871,0.0625,1.209677,0.041667,0.83871,0.041667,0.564516,-0.208333,0.935484,-0.270833,1.193548,-0.229167,0.822581,-0.1875,0.548387,-0.520833,0.854839,-0.541667,1.096774,-0.5,0.83871,-0.416667,0.612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
0.0,0.0,0.52,0.238806,0.84,0.656716,0.9,1.044776,1.06,1.313433,0.42,1.0,0.44,1.149254,0.42,0.850746,0.4,0.641791,0.04,1.0,0.06,1.104478,0.08,0.776119,0.12,0.552239,-0.28,0.955224,-0.28,1.044776,-0.2,0.746269,-0.14,0.537313,-0.58,0.865672,-0.58,0.985075,-0.48,0.746269,-0.4,0.567164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0
